FIPS Code,State and area,Year,Month,Population,Labor_Force_Total,Labor_Force_Percent_of_Population,Employment_Total,Employment_Percent_of_Population,Unemployment_Total,Unemployment_Rate
27,Minnesota,2022,05,"4,510,248   ","3,086,812   ",68.4   ,"3,025,250   ",67.1   ,"61,562   ",2.0   
28,Mississippi,2022,05,"2,284,446   ","1,267,619   ",55.5   ,"1,217,552   ",53.3   ,"50,067   ",3.9   
29,Missouri,2022,05,"4,880,474   ","3,087,946   ",63.3   ,"2,991,485   ",61.3   ,"96,461   ",3.1   
30,Montana,2022,05,"899,680   ","562,748   ",62.5   ,"549,017   ",61.0   ,"13,731   ",2.4   
31,Nebraska,2022,05,"1,517,451   ","1,062,659   ",70.0   ,"1,042,737   ",68.7   ,"19,922   ",1.9   
32,Nevada,2022,05,"2,522,120   ","1,515,709   ",60.1   ,"1,441,560   ",57.2   ,"74,149   ",4.9   
33,New Hampshire,2022,05,"1,164,272   ","762,367   ",65.5   ,"746,090   ",64.1   ,"16,277   ",2.1   
34,New Jersey,2022,05,"7,406,064   ","4,648,350   ",62.8   ,"4,466,973   ",60.3   ,"181,377   ",3.9   
35,New Mexico,2022,05,"1,672,795   ","951,838   ",56.9   ,"903,535   ",54.0   ,"48,303   ",5.1   
36,New York,2022,05,"15,814,206   ","9,456,937   ",59.8   ,"9,042,551   ",57.2   ,"414,386   ",4.4   
51000,New York city,2022,05,"6,666,254   ","3,989,091   ",59.8   ,"3,743,808   ",56.2   ,"245,283   ",6.1   
37,North Carolina,2022,05,"8,424,419   ","5,087,349   ",60.4   ,"4,916,458   ",58.4   ,"170,891   ",3.4   
38,North Dakota,2022,05,"592,557   ","410,893   ",69.3   ,"400,135   ",67.5   ,"10,758   ",2.6   
39,Ohio,2022,05,"9,346,994   ","5,791,977   ",62.0   ,"5,565,690   ",59.5   ,"226,287   ",3.9   
40,Oklahoma,2022,05,"3,088,670   ","1,875,105   ",60.7   ,"1,823,024   ",59.0   ,"52,081   ",2.8   
41,Oregon,2022,05,"3,469,527   ","2,202,391   ",63.5   ,"2,124,241   ",61.2   ,"78,150   ",3.5   
42,Pennsylvania,2022,05,"10,440,239   ","6,439,832   ",61.7   ,"6,142,267   ",58.8   ,"297,565   ",4.6   
44,Rhode Island,2022,05,"901,139   ","570,116   ",63.3   ,"553,614   ",61.4   ,"16,502   ",2.9   
45,South Carolina,2022,05,"4,178,431   ","2,401,098   ",57.5   ,"2,321,969   ",55.6   ,"79,129   ",3.3   
46,South Dakota,2022,05,"691,803   ","475,725   ",68.8   ,"465,002   ",67.2   ,"10,723   ",2.3   
47,Tennessee,2022,05,"5,570,418   ","3,405,540   ",61.1   ,"3,293,587   ",59.1   ,"111,953   ",3.3   
48,Texas,2022,05,"22,778,708   ","14,515,783   ",63.7   ,"13,907,819   ",61.1   ,"607,964   ",4.2   
49,Utah,2022,05,"2,532,692   ","1,722,826   ",68.0   ,"1,688,795   ",66.7   ,"34,031   ",2.0   
50,Vermont,2022,05,"542,707   ","333,577   ",61.5   ,"326,018   ",60.1   ,"7,559   ",2.3   
51,Virginia,2022,05,"6,817,025   ","4,347,215   ",63.8   ,"4,218,400   ",61.9   ,"128,815   ",3.0   
53,Washington,2022,05,"6,186,661   ","4,036,014   ",65.2   ,"3,877,391   ",62.7   ,"158,623   ",3.9   
54,West Virginia,2022,05,"1,443,027   ","795,824   ",55.1   ,"767,918   ",53.2   ,"27,906   ",3.5   
55,Wisconsin,2022,05,"4,733,076   ","3,149,172   ",66.5   ,"3,059,272   ",64.6   ,"89,900   ",2.9   
56,Wyoming,2022,05,"456,922   ","290,847   ",63.7   ,"281,630   ",61.6   ,"9,217   ",3.2   
01,Alabama,2022,06,"4,001,540   ","2,288,580   ",57.2   ,"2,228,273   ",55.7   ,"60,307   ",2.6   
02,Alaska,2022,06,"548,206   ","362,564   ",66.1   ,"346,021   ",63.1   ,"16,543   ",4.6   
04,Arizona,2022,06,"5,871,308   ","3,577,764   ",60.9   ,"3,460,874   ",58.9   ,"116,890   ",3.3   
05,Arkansas,2022,06,"2,378,400   ","1,354,855   ",57.0   ,"1,311,381   ",55.1   ,"43,474   ",3.2   
06,California,2022,06,"30,963,136   ","19,350,182   ",62.5   ,"18,544,716   ",59.9   ,"805,466   ",4.2   
037,Los Angeles County,2022,06,"7,868,055   ","5,062,811   ",64.3   ,"4,802,535   ",61.0   ,"260,276   ",5.1   
08,Colorado,2022,06,"4,674,026   ","3,248,779   ",69.5   ,"3,137,097   ",67.1   ,"111,682   ",3.4   
09,Connecticut,2022,06,"2,942,662   ","1,901,301   ",64.6   ,"1,825,333   ",62.0   ,"75,968   ",4.0   
10,Delaware,2022,06,"818,180   ","500,430   ",61.2   ,"477,734   ",58.4   ,"22,696   ",4.5   
11,District of Columbia,2022,06,"529,974   ","386,265   ",72.9   ,"365,140   ",68.9   ,"21,125   ",5.5   
12,Florida,2022,06,"17,944,570   ","10,632,356   ",59.3   ,"10,330,228   ",57.6   ,"302,128   ",2.8   
13,Georgia,2022,06,"8,484,168   ","5,289,456   ",62.3   ,"5,134,551   ",60.5   ,"154,905   ",2.9   
15,Hawaii,2022,06,"1,113,472   ","676,640   ",60.8   ,"648,325   ",58.2   ,"28,315   ",4.2   
16,Idaho,2022,06,"1,516,707   ","948,562   ",62.5   ,"924,610   ",61.0   ,"23,952   ",2.5   
17,Illinois,2022,06,"9,997,770   ","6,462,010   ",64.6   ,"6,171,533   ",61.7   ,"290,477   ",4.5   
18,Indiana,2022,06,"5,353,080   ","3,378,537   ",63.1   ,"3,298,597   ",61.6   ,"79,940   ",2.4   
19,Iowa,2022,06,"2,520,871   ","1,709,232   ",67.8   ,"1,665,355   ",66.1   ,"43,877   ",2.6   
20,Kansas,2022,06,"2,265,491   ","1,507,053   ",66.5   ,"1,471,073   ",64.9   ,"35,980   ",2.4   
21,Kentucky,2022,06,"3,551,282   ","2,064,228   ",58.1   ,"1,986,905   ",55.9   ,"77,323   ",3.7   
22,Louisiana,2022,06,"3,569,554   ","2,107,721   ",59.0   ,"2,027,943   ",56.8   ,"79,778   ",3.8   
23,Maine,2022,06,"1,152,206   ","679,967   ",59.0   ,"659,311   ",57.2   ,"20,656   ",3.0   
24,Maryland,2022,06,"4,879,565   ","3,215,074   ",65.9   ,"3,085,336   ",63.2   ,"129,738   ",4.0   
25,Massachusetts,2022,06,"5,719,078   ","3,773,063   ",66.0   ,"3,633,845   ",63.5   ,"139,218   ",3.7   
26,Michigan,2022,06,"8,084,097   ","4,856,074   ",60.1   ,"4,648,902   ",57.5   ,"207,172   ",4.3   
27,Minnesota,2022,06,"4,512,484   ","3,092,148   ",68.5   ,"3,034,980   ",67.3   ,"57,168   ",1.8   
28,Mississippi,2022,06,"2,285,191   ","1,268,238   ",55.5   ,"1,220,415   ",53.4   ,"47,823   ",3.8   
29,Missouri,2022,06,"4,883,661   ","3,074,357   ",63.0   ,"2,989,446   ",61.2   ,"84,911   ",2.8   
30,Montana,2022,06,"901,487   ","564,538   ",62.6   ,"550,120   ",61.0   ,"14,418   ",2.6   
31,Nebraska,2022,06,"1,518,387   ","1,063,518   ",70.0   ,"1,043,281   ",68.7   ,"20,237   ",1.9   
32,Nevada,2022,06,"2,525,444   ","1,519,644   ",60.2   ,"1,448,708   ",57.4   ,"70,936   ",4.7   
33,New Hampshire,2022,06,"1,165,643   ","764,631   ",65.6   ,"749,090   ",64.3   ,"15,541   ",2.0   
34,New Jersey,2022,06,"7,408,389   ","4,662,709   ",62.9   ,"4,482,786   ",60.5   ,"179,923   ",3.9   
35,New Mexico,2022,06,"1,673,730   ","952,712   ",56.9   ,"906,325   ",54.2   ,"46,387   ",4.9   
36,New York,2022,06,"15,799,000   ","9,495,213   ",60.1   ,"9,078,823   ",57.5   ,"416,390   ",4.4   
51000,New York city,2022,06,"6,647,601   ","4,000,608   ",60.2   ,"3,754,399   ",56.5   ,"246,209   ",6.2   
37,North Carolina,2022,06,"8,434,984   ","5,101,330   ",60.5   ,"4,929,061   ",58.4   ,"172,269   ",3.4   
38,North Dakota,2022,06,"592,583   ","410,553   ",69.3   ,"400,418   ",67.6   ,"10,135   ",2.5   
39,Ohio,2022,06,"9,350,319   ","5,794,721   ",62.0   ,"5,570,713   ",59.6   ,"224,008   ",3.9   
40,Oklahoma,2022,06,"3,091,801   ","1,876,664   ",60.7   ,"1,823,001   ",59.0   ,"53,663   ",2.9   
41,Oregon,2022,06,"3,471,745   ","2,205,177   ",63.5   ,"2,127,854   ",61.3   ,"77,323   ",3.5   
42,Pennsylvania,2022,06,"10,442,890   ","6,446,368   ",61.7   ,"6,158,957   ",59.0   ,"287,411   ",4.5   
44,Rhode Island,2022,06,"901,573   ","571,935   ",63.4   ,"556,208   ",61.7   ,"15,727   ",2.7   
45,South Carolina,2022,06,"4,184,703   ","2,404,186   ",57.5   ,"2,326,245   ",55.6   ,"77,941   ",3.2   
46,South Dakota,2022,06,"692,747   ","477,280   ",68.9   ,"466,518   ",67.3   ,"10,762   ",2.3   
47,Tennessee,2022,06,"5,576,870   ","3,413,336   ",61.2   ,"3,299,492   ",59.2   ,"113,844   ",3.3   
48,Texas,2022,06,"22,811,633   ","14,555,411   ",63.8   ,"13,957,671   ",61.2   ,"597,740   ",4.1   
49,Utah,2022,06,"2,538,429   ","1,728,748   ",68.1   ,"1,693,846   ",66.7   ,"34,902   ",2.0   
50,Vermont,2022,06,"543,197   ","334,725   ",61.6   ,"327,480   ",60.3   ,"7,245   ",2.2   
51,Virginia,2022,06,"6,820,696   ","4,355,189   ",63.9   ,"4,232,269   ",62.1   ,"122,920   ",2.8   
53,Washington,2022,06,"6,191,189   ","4,038,939   ",65.2   ,"3,883,584   ",62.7   ,"155,355   ",3.8   
54,West Virginia,2022,06,"1,443,286   ","796,968   ",55.2   ,"768,311   ",53.2   ,"28,657   ",3.6   
55,Wisconsin,2022,06,"4,735,815   ","3,144,351   ",66.4   ,"3,052,658   ",64.5   ,"91,693   ",2.9   
56,Wyoming,2022,06,"457,331   ","290,622   ",63.5   ,"281,672   ",61.6   ,"8,950   ",3.1   
01,Alabama,2022,07,"4,004,575   ","2,291,833   ",57.2   ,"2,232,474   ",55.7   ,"59,359   ",2.6   
02,Alaska,2022,07,"548,523   ","361,861   ",66.0   ,"345,562   ",63.0   ,"16,299   ",4.5   
04,Arizona,2022,07,"5,882,019   ","3,584,437   ",60.9   ,"3,465,695   ",58.9   ,"118,742   ",3.3   
05,Arkansas,2022,07,"2,380,666   ","1,356,042   ",57.0   ,"1,311,429   ",55.1   ,"44,613   ",3.3   
06,California,2022,07,"30,962,776   ","19,323,052   ",62.4   ,"18,568,488   ",60.0   ,"754,564   ",3.9   
037,Los Angeles County,2022,07,"7,860,177   ","5,044,556   ",64.2   ,"4,798,296   ",61.0   ,"246,260   ",4.9   
08,Colorado,2022,07,"4,679,162   ","3,250,281   ",69.5   ,"3,142,810   ",67.2   ,"107,471   ",3.3   
09,Connecticut,2022,07,"2,944,596   ","1,899,981   ",64.5   ,"1,828,804   ",62.1   ,"71,177   ",3.7   
10,Delaware,2022,07,"819,456   ","500,469   ",61.1   ,"478,257   ",58.4   ,"22,212   ",4.4   
11,District of Columbia,2022,07,"528,617   ","385,661   ",73.0   ,"365,773   ",69.2   ,"19,888   ",5.2   
12,Florida,2022,07,"17,968,859   ","10,657,055   ",59.3   ,"10,373,885   ",57.7   ,"283,170   ",2.7   
13,Georgia,2022,07,"8,494,323   ","5,285,689   ",62.2   ,"5,135,511   ",60.5   ,"150,178   ",2.8   
15,Hawaii,2022,07,"1,113,277   ","676,740   ",60.8   ,"649,492   ",58.3   ,"27,248   ",4.0   
16,Idaho,2022,07,"1,521,388   ","952,401   ",62.6   ,"927,974   ",61.0   ,"24,427   ",2.6   
17,Illinois,2022,07,"9,995,852   ","6,459,677   ",64.6   ,"6,172,583   ",61.8   ,"287,094   ",4.4   
18,Indiana,2022,07,"5,357,408   ","3,393,932   ",63.4   ,"3,305,918   ",61.7   ,"88,014   ",2.6   
19,Iowa,2022,07,"2,522,673   ","1,710,486   ",67.8   ,"1,667,145   ",66.1   ,"43,341   ",2.5   
20,Kansas,2022,07,"2,266,831   ","1,505,413   ",66.4   ,"1,468,604   ",64.8   ,"36,809   ",2.4   
21,Kentucky,2022,07,"3,553,611   ","2,063,623   ",58.1   ,"1,986,488   ",55.9   ,"77,135   ",3.7   
22,Louisiana,2022,07,"3,570,379   ","2,104,515   ",58.9   ,"2,027,639   ",56.8   ,"76,876   ",3.7   
23,Maine,2022,07,"1,153,619   ","678,646   ",58.8   ,"659,329   ",57.2   ,"19,317   ",2.8   
24,Maryland,2022,07,"4,881,530   ","3,212,804   ",65.8   ,"3,088,040   ",63.3   ,"124,764   ",3.9   
25,Massachusetts,2022,07,"5,719,417   ","3,765,479   ",65.8   ,"3,634,582   ",63.5   ,"130,897   ",3.5   
26,Michigan,2022,07,"8,087,333   ","4,859,310   ",60.1   ,"4,657,180   ",57.6   ,"202,130   ",4.2   
27,Minnesota,2022,07,"4,515,094   ","3,088,059   ",68.4   ,"3,032,557   ",67.2   ,"55,502   ",1.8   
28,Mississippi,2022,07,"2,286,147   ","1,268,193   ",55.5   ,"1,222,085   ",53.5   ,"46,108   ",3.6   
29,Missouri,2022,07,"4,887,282   ","3,055,883   ",62.5   ,"2,977,960   ",60.9   ,"77,923   ",2.5   
30,Montana,2022,07,"903,343   ","565,913   ",62.6   ,"550,795   ",61.0   ,"15,118   ",2.7   
31,Nebraska,2022,07,"1,519,461   ","1,063,235   ",70.0   ,"1,042,132   ",68.6   ,"21,103   ",2.0   
32,Nevada,2022,07,"2,529,021   ","1,521,130   ",60.1   ,"1,453,984   ",57.5   ,"67,146   ",4.4   
33,New Hampshire,2022,07,"1,167,115   ","766,697   ",65.7   ,"751,695   ",64.4   ,"15,002   ",2.0   
34,New Jersey,2022,07,"7,411,282   ","4,666,387   ",63.0   ,"4,494,274   ",60.6   ,"172,113   ",3.7   
35,New Mexico,2022,07,"1,674,740   ","948,930   ",56.7   ,"906,636   ",54.1   ,"42,294   ",4.5   
36,New York,2022,07,"15,785,029   ","9,512,388   ",60.3   ,"9,099,038   ",57.6   ,"413,350   ",4.3   
51000,New York city,2022,07,"6,628,966   ","4,002,364   ",60.4   ,"3,761,780   ",56.7   ,"240,584   ",6.0   
37,North Carolina,2022,07,"8,446,348   ","5,115,079   ",60.6   ,"4,943,422   ",58.5   ,"171,657   ",3.4   
38,North Dakota,2022,07,"592,656   ","409,789   ",69.1   ,"400,202   ",67.5   ,"9,587   ",2.3   
39,Ohio,2022,07,"9,354,461   ","5,794,695   ",61.9   ,"5,571,213   ",59.6   ,"223,482   ",3.9   
40,Oklahoma,2022,07,"3,095,188   ","1,879,867   ",60.7   ,"1,824,951   ",59.0   ,"54,916   ",2.9   
41,Oregon,2022,07,"3,474,294   ","2,205,196   ",63.5   ,"2,128,649   ",61.3   ,"76,547   ",3.5   
42,Pennsylvania,2022,07,"10,446,472   ","6,445,754   ",61.7   ,"6,170,617   ",59.1   ,"275,137   ",4.3   
44,Rhode Island,2022,07,"902,033   ","573,306   ",63.6   ,"557,967   ",61.9   ,"15,339   ",2.7   
45,South Carolina,2022,07,"4,191,288   ","2,399,624   ",57.3   ,"2,323,963   ",55.4   ,"75,661   ",3.2   
46,South Dakota,2022,07,"693,727   ","478,143   ",68.9   ,"467,342   ",67.4   ,"10,801   ",2.3   
47,Tennessee,2022,07,"5,583,830   ","3,409,644   ",61.1   ,"3,295,558   ",59.0   ,"114,086   ",3.3   
48,Texas,2022,07,"22,846,150   ","14,584,437   ",63.8   ,"13,995,232   ",61.3   ,"589,205   ",4.0   
49,Utah,2022,07,"2,544,382   ","1,732,461   ",68.1   ,"1,697,305   ",66.7   ,"35,156   ",2.0   
50,Vermont,2022,07,"543,721   ","335,605   ",61.7   ,"328,616   ",60.4   ,"6,989   ",2.1   
51,Virginia,2022,07,"6,824,979   ","4,354,000   ",63.8   ,"4,237,941   ",62.1   ,"116,059   ",2.7   
53,Washington,2022,07,"6,196,267   ","4,030,448   ",65.0   ,"3,881,385   ",62.6   ,"149,063   ",3.7   
54,West Virginia,2022,07,"1,443,607   ","797,404   ",55.2   ,"767,823   ",53.2   ,"29,581   ",3.7   
55,Wisconsin,2022,07,"4,738,959   ","3,135,489   ",66.2   ,"3,042,081   ",64.2   ,"93,408   ",3.0   
56,Wyoming,2022,07,"457,765   ","290,095   ",63.4   ,"281,315   ",61.5   ,"8,780   ",3.0   
01,Alabama,2022,08,"4,007,559   ","2,293,693   ",57.2   ,"2,234,780   ",55.8   ,"58,913   ",2.6   
02,Alaska,2022,08,"548,816   ","361,918   ",65.9   ,"345,257   ",62.9   ,"16,661   ",4.6   
04,Arizona,2022,08,"5,892,968   ","3,595,506   ",61.0   ,"3,470,456   ",58.9   ,"125,050   ",3.5   
05,Arkansas,2022,08,"2,382,896   ","1,354,290   ",56.8   ,"1,308,654   ",54.9   ,"45,636   ",3.4   
06,California,2022,08,"30,962,971   ","19,348,044   ",62.5   ,"18,564,222   ",60.0   ,"783,822   ",4.1   
037,Los Angeles County,2022,08,"7,852,396   ","5,047,152   ",64.3   ,"4,786,567   ",61.0   ,"260,585   ",5.2   
08,Colorado,2022,08,"4,683,885   ","3,257,886   ",69.6   ,"3,146,008   ",67.2   ,"111,878   ",3.4   
09,Connecticut,2022,08,"2,946,380   ","1,905,529   ",64.7   ,"1,827,827   ",62.0   ,"77,702   ",4.1   
10,Delaware,2022,08,"820,759   ","500,666   ",61.0   ,"478,335   ",58.3   ,"22,331   ",4.5   
11,District of Columbia,2022,08,"527,306   ","385,046   ",73.0   ,"365,230   ",69.3   ,"19,816   ",5.1   
12,Florida,2022,08,"17,994,500   ","10,705,514   ",59.5   ,"10,412,905   ",57.9   ,"292,609   ",2.7   
13,Georgia,2022,08,"8,504,242   ","5,278,849   ",62.1   ,"5,129,195   ",60.3   ,"149,654   ",2.8   
15,Hawaii,2022,08,"1,113,099   ","678,994   ",61.0   ,"651,640   ",58.5   ,"27,354   ",4.0   
16,Idaho,2022,08,"1,526,120   ","956,796   ",62.7   ,"931,099   ",61.0   ,"25,697   ",2.7   
17,Illinois,2022,08,"9,993,373   ","6,458,390   ",64.6   ,"6,168,363   ",61.7   ,"290,027   ",4.5   
18,Indiana,2022,08,"5,361,320   ","3,401,743   ",63.4   ,"3,306,525   ",61.7   ,"95,218   ",2.8   
19,Iowa,2022,08,"2,524,305   ","1,709,545   ",67.7   ,"1,664,847   ",66.0   ,"44,698   ",2.6   
20,Kansas,2022,08,"2,268,057   ","1,501,107   ",66.2   ,"1,462,937   ",64.5   ,"38,170   ",2.5   
21,Kentucky,2022,08,"3,555,637   ","2,062,996   ",58.0   ,"1,984,704   ",55.8   ,"78,292   ",3.8   
22,Louisiana,2022,08,"3,571,166   ","2,096,105   ",58.7   ,"2,022,210   ",56.6   ,"73,895   ",3.5   
23,Maine,2022,08,"1,154,953   ","676,897   ",58.6   ,"655,805   ",56.8   ,"21,092   ",3.1   
24,Maryland,2022,08,"4,883,369   ","3,226,267   ",66.1   ,"3,088,160   ",63.2   ,"138,107   ",4.3   
25,Massachusetts,2022,08,"5,719,340   ","3,762,959   ",65.8   ,"3,628,217   ",63.4   ,"134,742   ",3.6   
26,Michigan,2022,08,"8,089,947   ","4,858,848   ",60.1   ,"4,658,168   ",57.6   ,"200,680   ",4.1   
27,Minnesota,2022,08,"4,517,317   ","3,082,333   ",68.2   ,"3,024,075   ",66.9   ,"58,258   ",1.9   
28,Mississippi,2022,08,"2,287,097   ","1,265,752   ",55.3   ,"1,220,515   ",53.4   ,"45,237   ",3.6   
29,Missouri,2022,08,"4,890,606   ","3,051,614   ",62.4   ,"2,975,458   ",60.8   ,"76,156   ",2.5   
30,Montana,2022,08,"905,185   ","567,249   ",62.7   ,"551,381   ",60.9   ,"15,868   ",2.8   
31,Nebraska,2022,08,"1,520,419   ","1,063,182   ",69.9   ,"1,040,819   ",68.5   ,"22,363   ",2.1   
32,Nevada,2022,08,"2,532,641   ","1,527,090   ",60.3   ,"1,460,626   ",57.7   ,"66,464   ",4.4   
33,New Hampshire,2022,08,"1,168,472   ","769,176   ",65.8   ,"753,634   ",64.5   ,"15,542   ",2.0   
34,New Jersey,2022,08,"7,413,965   ","4,693,253   ",63.3   ,"4,505,032   ",60.8   ,"188,221   ",4.0   
35,New Mexico,2022,08,"1,675,841   ","946,604   ",56.5   ,"904,783   ",54.0   ,"41,821   ",4.4   
36,New York,2022,08,"15,771,384   ","9,542,654   ",60.5   ,"9,097,557   ",57.7   ,"445,097   ",4.7   
51000,New York city,2022,08,"6,611,381   ","4,026,524   ",60.9   ,"3,760,461   ",56.9   ,"266,063   ",6.6   
37,North Carolina,2022,08,"8,457,557   ","5,124,349   ",60.6   ,"4,944,828   ",58.5   ,"179,521   ",3.5   
38,North Dakota,2022,08,"592,686   ","408,906   ",69.0   ,"399,629   ",67.4   ,"9,277   ",2.3   
39,Ohio,2022,08,"9,357,892   ","5,787,036   ",61.8   ,"5,558,087   ",59.4   ,"228,949   ",4.0   
40,Oklahoma,2022,08,"3,098,539   ","1,882,148   ",60.7   ,"1,824,664   ",58.9   ,"57,484   ",3.1   
41,Oregon,2022,08,"3,476,672   ","2,206,930   ",63.5   ,"2,124,953   ",61.1   ,"81,977   ",3.7   
42,Pennsylvania,2022,08,"10,449,509   ","6,447,729   ",61.7   ,"6,175,265   ",59.1   ,"272,464   ",4.2   
44,Rhode Island,2022,08,"902,435   ","575,093   ",63.7   ,"558,745   ",61.9   ,"16,348   ",2.8   
45,South Carolina,2022,08,"4,198,005   ","2,394,720   ",57.0   ,"2,320,199   ",55.3   ,"74,521   ",3.1   
46,South Dakota,2022,08,"694,683   ","478,380   ",68.9   ,"467,380   ",67.3   ,"11,000   ",2.3   
47,Tennessee,2022,08,"5,590,540   ","3,399,015   ",60.8   ,"3,284,336   ",58.7   ,"114,679   ",3.4   
48,Texas,2022,08,"22,881,329   ","14,595,814   ",63.8   ,"14,001,230   ",61.2   ,"594,584   ",4.1   
49,Utah,2022,08,"2,550,202   ","1,735,513   ",68.1   ,"1,700,008   ",66.7   ,"35,505   ",2.0   
50,Vermont,2022,08,"544,195   ","336,176   ",61.8   ,"329,181   ",60.5   ,"6,995   ",2.1   
51,Virginia,2022,08,"6,828,943   ","4,346,828   ",63.7   ,"4,232,723   ",62.0   ,"114,105   ",2.6   
53,Washington,2022,08,"6,200,990   ","4,020,402   ",64.8   ,"3,871,160   ",62.4   ,"149,242   ",3.7   
54,West Virginia,2022,08,"1,443,838   ","796,918   ",55.2   ,"765,939   ",53.0   ,"30,979   ",3.9   
55,Wisconsin,2022,08,"4,741,696   ","3,125,558   ",65.9   ,"3,029,295   ",63.9   ,"96,263   ",3.1   
56,Wyoming,2022,08,"458,162   ","289,642   ",63.2   ,"280,571   ",61.2   ,"9,071   ",3.1   
01,Alabama,2022,09,"4,010,532   ","2,294,660   ",57.2   ,"2,235,140   ",55.7   ,"59,520   ",2.6   
02,Alaska,2022,09,"549,121   ","360,657   ",65.7   ,"344,799   ",62.8   ,"15,858   ",4.4   
04,Arizona,2022,09,"5,903,863   ","3,607,213   ",61.1   ,"3,473,733   ",58.8   ,"133,480   ",3.7   
05,Arkansas,2022,09,"2,385,100   ","1,353,668   ",56.8   ,"1,306,242   ",54.8   ,"47,426   ",3.5   
06,California,2022,09,"30,963,040   ","19,284,590   ",62.3   ,"18,543,364   ",59.9   ,"741,226   ",3.8   
037,Los Angeles County,2022,09,"7,844,632   ","4,998,237   ",63.7   ,"4,762,706   ",60.7   ,"235,531   ",4.7   
08,Colorado,2022,09,"4,688,636   ","3,254,981   ",69.4   ,"3,145,390   ",67.1   ,"109,591   ",3.4   
09,Connecticut,2022,09,"2,948,151   ","1,903,495   ",64.6   ,"1,826,631   ",62.0   ,"76,864   ",4.0   
10,Delaware,2022,09,"822,072   ","500,137   ",60.8   ,"478,856   ",58.2   ,"21,281   ",4.3   
11,District of Columbia,2022,09,"526,002   ","382,168   ",72.7   ,"364,120   ",69.2   ,"18,048   ",4.7   
12,Florida,2022,09,"18,020,070   ","10,713,511   ",59.5   ,"10,447,351   ",58.0   ,"266,160   ",2.5   
13,Georgia,2022,09,"8,514,064   ","5,274,491   ",62.0   ,"5,126,321   ",60.2   ,"148,170   ",2.8   
15,Hawaii,2022,09,"1,112,924   ","676,762   ",60.8   ,"653,244   ",58.7   ,"23,518   ",3.5   
16,Idaho,2022,09,"1,530,903   ","959,727   ",62.7   ,"932,813   ",60.9   ,"26,914   ",2.8   
17,Illinois,2022,09,"9,990,854   ","6,447,007   ",64.5   ,"6,156,469   ",61.6   ,"290,538   ",4.5   
18,Indiana,2022,09,"5,365,219   ","3,401,059   ",63.4   ,"3,304,212   ",61.6   ,"96,847   ",2.8   
19,Iowa,2022,09,"2,525,963   ","1,709,769   ",67.7   ,"1,663,281   ",65.8   ,"46,488   ",2.7   
20,Kansas,2022,09,"2,269,296   ","1,499,426   ",66.1   ,"1,459,946   ",64.3   ,"39,480   ",2.6   
21,Kentucky,2022,09,"3,557,674   ","2,062,061   ",58.0   ,"1,983,883   ",55.8   ,"78,178   ",3.8   
22,Louisiana,2022,09,"3,571,981   ","2,089,870   ",58.5   ,"2,019,585   ",56.5   ,"70,285   ",3.4   
23,Maine,2022,09,"1,156,310   ","675,576   ",58.4   ,"653,449   ",56.5   ,"22,127   ",3.3   
24,Maryland,2022,09,"4,885,221   ","3,211,994   ",65.7   ,"3,083,683   ",63.1   ,"128,311   ",4.0   
25,Massachusetts,2022,09,"5,719,250   ","3,749,608   ",65.6   ,"3,620,625   ",63.3   ,"128,983   ",3.4   
26,Michigan,2022,09,"8,092,566   ","4,860,950   ",60.1   ,"4,660,152   ",57.6   ,"200,798   ",4.1   
27,Minnesota,2022,09,"4,519,553   ","3,077,830   ",68.1   ,"3,016,155   ",66.7   ,"61,675   ",2.0   
28,Mississippi,2022,09,"2,288,059   ","1,263,162   ",55.2   ,"1,217,240   ",53.2   ,"45,922   ",3.6   
29,Missouri,2022,09,"4,893,931   ","3,053,598   ",62.4   ,"2,979,064   ",60.9   ,"74,534   ",2.4   
30,Montana,2022,09,"907,082   ","568,014   ",62.6   ,"551,609   ",60.8   ,"16,405   ",2.9   
31,Nebraska,2022,09,"1,521,402   ","1,063,514   ",69.9   ,"1,039,873   ",68.3   ,"23,641   ",2.2   
32,Nevada,2022,09,"2,536,170   ","1,536,911   ",60.6   ,"1,469,629   ",57.9   ,"67,282   ",4.4   
33,New Hampshire,2022,09,"1,169,866   ","770,755   ",65.9   ,"754,154   ",64.5   ,"16,601   ",2.2   
34,New Jersey,2022,09,"7,416,589   ","4,675,993   ",63.0   ,"4,521,874   ",61.0   ,"154,119   ",3.3   
35,New Mexico,2022,09,"1,676,962   ","943,696   ",56.3   ,"903,665   ",53.9   ,"40,031   ",4.2   
36,New York,2022,09,"15,757,669   ","9,504,907   ",60.3   ,"9,100,270   ",57.8   ,"404,637   ",4.3   
